id,q_content
c3921,Do you have any children of your own?
c3922,What do you think this girl is looking at?
c3923,Does this woman live here or is she just visiting?
c3924,Are there any other pets in the vicinity?
c3925,What are the stakes of this game?
c3926,How long has she been playing tennis?
c3927,Why do the waves on the top of the water appear to be yellow?
c3928,Why do most of the waves appear to be yellow except for the one where the surfer is?
c3929,What are these children afraid of?
c3930,"Are these children watching television and, if so, what are they watching?"
c3931,Are the people in this photo in a romantic relationship?
c3932,What year was this photo taken in?
c3935,How many calories are in that doughnut?
c3936,Do you think that some foods can be so good that it would be your only focus like the one in this photo?
c3937,do children prefer to exercise in the snow ?
c3938,how do we know our snow boot size?
c3939,Why is the woman sitting alone?
c3940,Has the other people noticed shes sitting in the park?
c3941,Is there some sort of cultural event happening?
c3942,Where is this?
c3943,What's your favorite animal at the zoo?
c3944,"Where do you go for ""family days""?"
c3945,What is the gas mileage like for this motorocycle?
c3946,Does the driver always wear a helmet?
c3949,How many birds have fully landed on the posts in the water?
c3950,How many birds appear to still be in flight?
c3951,What is the score of this game?
c3952,What are these players playing for?
c3953,Is this a typical amount of people for this time of day?
c3954,How much more seating is in the customer lounge? 
c3955,The sky looks good from where they are standing. Don't you think so?
c3956,Ever wondered how it feels to skydive?
c3957,Are elephants able to live fulfilling lives living along with humans?
c3958,At what age do you think the animal knows this man to be so close to him?
c3959,How many years old is that flip phone?
c3960,Is there something important on phone's screen?
c3961,How much do you think this vehicle costs?
c3962,How does your city keep it's streets clean?
c3963,What is the person in the back doing?
c3964,Who is likely to win this match?
c3965,How many more bunches does he have to remove? 
c3966,What exactly is in the netting behind him? 
c3967,What material is the suit case made of? 
c3968,What year is that magazine from? 
c3969,How long have these three known each other? 
c3970,Whose party is this? 
c3971,Was it a homerun?
c3972,Did they win the game?
c3973,What is the reason for this meeting?
c3974,Where is this meeting taking place?
c3975,What are the two teams playing this game? 
c3976,What is the score at the time this photo was taken? 
c3977,What is the man in red drinking? 
c3978,Are all these people staying in the same room? 
c3979,What is he doing?
c3980,Is he texting?
c3981,How far do the two men live from the beach? 
c3982,Are the two men friends or family members? 
c3983,How naughty can children be?
c3984,Does she look like she is about to cause trouble?
c3985,How high in the air do you think they are? 
c3986,"Based on their position, do you think they will land properly? "
c3987,What does the graffiti actually mean or represent? 
c3988,What is the lady in the reflection waiting for?
c3989,What beach is in the background? 
c3990,Is this a photo from America or another country? 
c3991,Is this person safe?
c3992,Is the man properly guarded?
c3993,How do these people know each other?
c3994,What are they celebrating?
c3995,What city is this located?
c3996,How long has that man been there?
c3997,What is the man looking at on the phone?
c3998,What are their names?
c3999,Are they tired?
c4000,Where are they going?
c4001,Do you think the skiers are looking for something? 
c4002,Why do you think the skier in red stopped partway down the slope? 
c4003,How many pets does this woman have?
c4004,Is the cat hers?
c4005,Is it safe to be barefooted?
c4006,Sipping coffee in the evneing is allowed?
c4007,How much do you think the child likes broccoli? 
c4008,How old do you think the child is? 
c4009,are umbrellas ok to use in the sun ?
c4010,do umbrellas actually protect against UV rays ?
c4013,What do you think someone just said to the man to make him smile so much? 
c4014,What kind of job do you think the man has?  
c4019,Why do you think the man is wearing a suit with a corsage? 
c4020,Who do you think the man is looking at with that expression? 
c4023,Did he get a homerun?
c4024,What is this man's name?
c4025,What is the horse for?
c4026,Where are they located?
c4027,What kind of glasses are those?
c4028,Is that umbrella for the sun or the rain?
c4029,What level of Tennis is this?
c4030,What event is this?
c4031,What track are they riding on?
c4032,"Is the rider sponsored, and by whom?"
c4033,What time of day is it?
c4034,Why are there cars in the bike only lane?
c4035,Is this a professional skier?
c4036,What part of the world are they in?
c4037,What year was this taken?
c4038,What kind of restaurant is that?
c4039,Are these kids related?
c4040,What kind of trees are those?
c4041,Which mountain is that?
c4042,How fast are they going?
c4043,Which person on the show is the smartest?
c4044,What type of questions are being asked on the show?
c4045,Does this person ride motorcycles as a hobby or professionally?
c4046,Are there any other sports this person takes part in?
c4047,Who is the best player on the team?
c4048,What do you think he is thinking about before taking a swing?
c4049,Is he the owner or the visitor?
c4050,Does he enjoy life?
c4051,Why are people riding bikes in the sand?
c4052,What do you think about people who fly kites?
c4053,Do the people in the image look happy?
c4054,Do you think the people in the image are a couple?
c4055,Do you like elephants?
c4056,How much does a baby elephant weigh at birth?
c4057,Is skateboarding a dangerous sport?
c4058,Are more boys into skateboarding than girls?
c4061,Is a banana a fruit?
c4062,Should I eat organic bananas?
c4063,Who is the kid kicking to?
c4064,What is the girl doing?
c4067,Has the dog ever been in the snow before?
c4068,Where are the dog and owner going?
c4071,Is the horse treated well?
c4072,How much labor do they have to do?
c4075,How did the skier get down the hill? 
c4076,What is ahead of them? 
c4077,How long has this couple been together?
c4078,What flavor do you think the cake is?
c4079,Do moms or dads play more sports with their children?
